coregistration/source_target/func_on_anat,signal_modeling/nuisance_regressors,motion_correction_realignment/register_to/mean,coregistration/cost_function/normalised_mutual_information,motion_correction_realignment/register_to/first,signal_modelling/temporal_noise_autocorrelation/FAST,spatial_normalization/template/MNI152_linear,spatial_normalization/interpolation/trilinear,spatial_normalization/template/MNI305,spatial_normalization/algorithm/linear,spatial_normalization/bias_regularisation/light,signal_modeling/nuisance_regressors/motion,coregistration/cost_function/normalised_cross_correlation,spatial_normalization/algorithm/DARTEL,spatial_normalization/bias_regularisation/medium,spatial_normalization/bias_regularisation/very_light,spatial_normalization/bias_fwhm,spatial_smoothing/fwhm,coregistration/cost_function/mutual_information,signal_modelling/temporal_noise_autocorrelation/AR1,slice_timing_correction/ref_slice/middle,slice_timing_correction/ref_slice,signal_modeling/hrf/temporal_derivs,coregistration/cost_function/entropy_correlation_coefficient,spatial_normalization/bias_regularisation/extremely_light,signal_modeling/hrf/canonical,spatial_normalization/interpolation/nearest_neighbour,spatial_normalization/bias_regularisation,signal_modeling/nuisance_regressors/comp_cor,signal_modeling/hrf/temporal_dispersion_derivs,slice_timing_correction/tool,spatial_normalization/interpolation/bspline,spatial_normalization/bias_regularisation/heavy,slice_timing_correction,slice_timing_correction/tool/spm,slice_timing_correction/ref_slice/first,spatial_normalization/template/MNI152_nonlinear,id,from_ref
False,True,True,False,False,True,False,False,False,False,0,18,True,False,0,0,0,6,False,False,False,False,False,False,0,False,True,False,False,True,False,False,0,False,False,False,False,882454d04d15b6666512d685f775ec4b39506f34030db8baece88bb70e65c4aa,0.513970798410257
False,False,False,False,True,True,False,False,False,False,0,0,True,False,0,0,0,6,False,False,False,True,False,False,0,False,False,False,False,True,True,True,0,True,True,True,False,8402fe8cec0d6f837a77376c9512d75319edced1200f8c2596beccc4b8ef63b1,0.3949843248813705
False,True,False,False,True,True,False,False,False,False,0,6,True,False,0,0,0,6,False,False,False,False,True,False,0,False,False,False,False,False,False,True,0,False,False,False,False,836c3dc4dd40d379b1d76bd25a1002225d2686324cfbae16742ea7ef53daa5ba,0.4855218317633102
False,True,True,False,False,True,False,False,False,False,0,24,True,False,0,0,0,6,False,False,False,False,False,False,0,False,True,False,False,True,False,False,0,False,False,False,False,816ee68f7626f0289cf819420f313442c2fd1f47b892b60bbf0dd81d5d711b74,0.5337143657812717
False,False,True,False,False,False,False,False,False,False,0,0,True,False,0,0,0,6,False,True,False,True,True,False,0,False,True,False,False,False,True,False,0,True,True,True,False,7fca20086db769b579721bb9f85c17a9a6a9a2cccce6c4498b554c327eb60ef1,0.4003041245106654
False,True,False,False,True,True,False,False,False,False,0,6,True,False,0,0,0,6,False,False,True,True,False,False,0,False,False,False,False,True,True,True,0,True,True,False,False,7ba8d2a60767a29f8072f307af95daab708e032727fb5cc80fafa2c14a19e198,0.4747862082507458
False,True,False,False,True,True,False,True,False,False,0,18,True,False,0,0,0,6,False,False,True,True,False,False,0,True,False,False,False,False,True,False,0,True,True,False,False,79da22cd8c8cb7108b906cacea9fe09e6dd925cee915f4876d3aeb7a7885a996,0.5614708508332528
False,True,True,False,False,False,False,False,False,False,0,24,True,False,0,0,0,6,False,True,True,True,True,False,0,False,True,False,False,False,True,False,0,True,True,False,False,76ee533387b96a26a2eecdf1e91321d0cf96dc122d49140e3a46dea221bb1ec5,0.5552820967172144
False,True,False,False,True,False,False,False,False,False,0,6,True,False,0,0,0,6,False,True,False,False,False,False,0,True,False,False,False,False,False,True,0,False,False,False,False,7381a2aa6b24ae3ddb82ec677256ec4452ed8e96d14a74dde2101bac09d9df31,0.4879691219267685
False,True,True,False,False,False,False,False,False,False,0,6,True,False,0,0,0,6,False,True,True,True,True,False,0,False,False,False,False,False,True,True,0,True,True,False,False,732ee80ac6a9a786ae80cc7cc246243dfd276da4a867cc3766230c095081757b,0.4733080230894507
False,True,False,False,True,True,False,True,False,False,0,6,True,False,0,0,0,6,False,False,False,True,False,False,0,False,False,False,False,True,True,False,0,True,True,True,False,72ddcbe6abc46e38ba4c9c5af3b9af7bd06db236d822dc19dc18dafdcafd604d,0.5073718954813266
False,True,True,False,False,False,False,False,False,False,0,18,True,False,0,0,0,6,False,True,True,True,False,False,0,True,True,False,False,False,True,False,0,True,True,False,False,71e9221972459e60ad021884a1b58c49c7a810742341c7a7e9416f55fe9ae4f2,0.5320452901044106
False,True,False,False,True,False,False,False,False,False,0,6,True,False,0,0,0,6,False,True,False,False,True,False,0,False,True,False,False,False,False,False,0,False,False,False,False,715996da93d728ae0efd09694fcdc08fcd274dc39e5089e0d9a11c5627387555,0.4770189221833462
False,True,False,False,True,True,False,False,False,False,0,24,True,False,0,0,0,6,False,False,False,True,True,False,0,False,True,False,False,False,True,False,0,True,True,True,False,70acd275d9bea0066ee33ab795febfe356e080607c2f21f7589e85568b8653c6,0.5428432247453144
False,False,True,False,False,False,False,True,False,False,0,0,True,False,0,0,0,6,False,True,False,False,False,False,0,True,False,False,False,False,False,False,0,False,False,False,False,7006cf975afc2b8e81a0677cbf0c9175b691f0af3cc6f23d8220842b6e3bfdad,0.4095332190051267
False,True,False,False,True,False,False,False,False,False,0,24,True,False,0,0,0,6,False,True,False,True,False,False,0,False,True,False,False,True,True,False,0,True,True,True,False,6ea1b9be71442a720b37023231d99938e2be95269e376d87941abb5f4fcfe323,0.5236399265524777
False,True,True,False,False,True,False,False,False,False,0,6,True,False,0,0,0,6,False,False,False,True,False,False,0,True,False,False,False,False,True,True,0,True,True,True,False,6b1da49b0f7be9280c8563c6235314916830451c3845007fee54e056bba63bfe,0.5069386937605622
False,True,False,False,True,False,False,False,False,False,0,6,True,False,0,0,0,6,False,True,True,True,False,False,0,False,True,False,False,True,True,False,0,True,True,False,False,67a64e02de5cf024488019992132022ed54c9d1039795f163bd62725bae885be,0.4665641098966849
False,True,False,False,True,False,False,True,False,False,0,6,True,False,0,0,0,6,False,True,False,False,False,False,0,True,False,False,False,False,False,False,0,False,False,False,False,667bb5c4f47793a10fe559da1bc5fc9ecf20945f1e737980d354c5cb6f78d0ca,0.4868802647862228
False,True,True,False,False,False,False,False,False,False,0,6,True,False,0,0,0,6,False,True,False,True,False,False,0,True,True,False,False,False,True,False,0,True,True,True,False,60d132af25f581f516fb9fb14c14d5a2606d61a9eded323c020e8e3366563972,0.4971241564495425
False,True,True,False,False,True,False,True,False,False,0,18,True,False,0,0,0,6,False,False,False,True,False,False,0,False,False,False,False,True,True,False,0,True,True,True,False,5ef80d9e164ab77ef9748f41f7a728720d964f32f26e34edb75dcd0c912018a6,0.5238984808478617
False,True,True,False,False,True,False,False,False,False,0,6,True,False,0,0,0,6,False,False,True,True,False,False,0,False,False,False,False,True,True,True,0,True,True,False,False,5a8b48d2ecceae50d59eed61761128b21f5a4d0cdd021a25a576fc49b3cce76d,0.4605591015302518
False,True,True,False,False,False,False,False,False,False,0,6,True,False,0,0,0,6,False,True,False,False,True,False,0,False,False,False,False,False,False,True,0,False,False,False,False,59f2ff57b0b98f94f4fa0c8ca60f1825d2dc4e36c726e1bbddffe96f0f7909ef,0.4707530312048933
False,True,False,False,True,True,False,True,False,False,0,18,True,False,0,0,0,6,False,False,False,False,False,False,0,False,False,False,False,True,False,False,0,False,False,False,False,592d0c667c94d193a52c0abd45f415d523bb70ce067df52e904f4887313318a1,0.5430650981648133
False,True,False,False,True,False,False,False,False,False,0,6,True,False,0,0,0,6,False,True,False,False,False,False,0,True,True,False,False,False,False,False,0,False,False,False,False,590cd964888cac866ffc5ab41d0a595938405177e62771f921c43fdb70cc1045,0.4795729532903697
False,False,False,False,True,False,False,True,False,False,0,0,True,False,0,0,0,6,False,True,False,True,True,False,0,False,False,False,False,False,True,False,0,True,True,True,False,5831cfca8e3579ec14d00caf32c9f519bf74157e00a94d4834a2578e776930dd,0.4154537394304376
False,True,False,False,True,True,False,False,False,False,0,6,True,False,0,0,0,6,False,False,False,True,False,False,0,False,False,False,False,True,True,True,0,True,True,True,False,56cd8b707e89a63968115baa82e55a5f5c6222d79cc84486bdb087ba37bdb184,0.5061647547674007
False,True,True,False,False,False,False,False,False,False,0,18,True,False,0,0,0,6,False,True,False,False,False,False,0,True,False,False,False,False,False,True,0,False,False,False,False,56747904fbc35abc621f0abc36d1c348d7a34db89a457481777c7149461f9c5b,0.5447628192591223
False,False,False,False,True,False,False,False,False,False,0,0,True,False,0,0,0,6,False,True,False,False,False,False,0,False,True,False,False,True,False,False,0,False,False,False,False,54e4c36aba2eb1e3f43fa89fa4d96542a3e8617748dcbf7f8273ba08b072f49c,0.3848514570059321
False,False,False,False,True,True,False,True,False,False,0,0,True,False,0,0,0,6,False,False,True,True,False,False,0,False,False,False,False,True,True,False,0,True,True,False,False,5069267ce4578944bcf68c300183c9205d4d682df3b3f86e8b8eb5fe75ae22d7,0.3913345126785297
False,True,False,False,True,True,False,True,False,False,0,18,True,False,0,0,0,6,False,False,True,True,True,False,0,False,False,False,False,False,True,False,0,True,True,False,False,4d96c84b4fe3cbe2d86332981a2ba16ff3c15b6425346f10a99ff2b204d6587b,0.5620647146322624
False,True,False,False,True,True,False,False,False,False,0,24,True,False,0,0,0,6,False,False,False,False,False,False,0,False,False,False,False,True,False,True,0,False,False,False,False,48a257a08763c30504954670a5cd9e990cae00f62c359d5b195609dc4f2e9450,0.5613410719653079
False,False,False,False,True,True,False,True,False,False,0,0,True,False,0,0,0,6,False,False,True,True,True,False,0,False,False,False,False,False,True,False,0,True,True,False,False,457ef2ac6c48e6619549c3ddcc4aaa158286268d1b5ac091ac82f9ed48ec4487,0.4160752735542635
False,True,False,False,True,True,False,False,False,False,0,18,True,False,0,0,0,6,False,False,False,True,True,False,0,False,False,False,False,False,True,True,0,True,True,True,False,438863d8ecf4a2a54eb2f9b904d9164421d41ad96500be3a302eae13e863e8a7,0.5516582864115992
False,False,False,False,True,False,False,False,False,False,0,0,True,False,0,0,0,6,False,True,True,True,True,False,0,False,True,False,False,False,True,False,0,True,True,False,False,4239ae245d0012feb5da536f9b62c770bd230149b45bbf79de78835a201c856a,0.4093081471122166
False,False,True,False,False,True,False,False,False,False,0,0,True,False,0,0,0,6,False,False,False,False,True,False,0,False,False,False,False,False,False,True,0,False,False,False,False,3f56ba5fac43ff10b385900dab780eac63d9bde273c597802cd5f687b27933e7,0.4077640255268288
False,True,False,False,True,True,False,True,False,False,0,18,True,False,0,0,0,6,False,False,False,False,False,False,0,True,False,False,False,False,False,False,0,False,False,False,False,3a5172d4573352febb072c06af17420b3aa3dddac7e7d5ba319cc326fb121a7b,0.5609486526546262
